Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
1;Precious Achiuwa;C;23;TOR;33;9;23;4;8.2;0.489;0.5;2.2;0.254;3.5;6;0.573;0.522;1.9;2.7;0.697;2.1;4.3;6.4;1.1;0.7;0.7;1.2;2.2;10.4
2;Steven Adams;C;29;MEM;42;42;27;3.7;6.3;0.597;0;0;0;3.7;6.2;0.599;0.597;1.1;3.1;0.364;5.1;6.5;11.5;2.3;0.9;1.1;1.9;2.3;8.6
3;Bam Adebayo;C;25;MIA;52;52;35.3;8.6;15.7;0.546;0;0.2;0.091;8.5;15.5;0.552;0.547;4.5;5.5;0.806;2.7;7.3;10.1;3.3;1.2;0.8;2.6;2.8;21.6
4;Ochai Agbaji;SG;22;UTA;35;1;14;1.5;3.2;0.486;0.7;1.9;0.394;0.8;1.3;0.622;0.604;0.3;0.5;0.625;0.6;1;1.6;0.5;0.1;0.1;0.3;1.4;4.1
5;Santi Aldama;PF;22;MEM;52;18;22;3.4;7;0.486;1.4;3.7;0.374;2;3.3;0.61;0.584;1.4;1.9;0.73;1;3.7;4.7;1.2;0.7;0.7;0.7;1.9;9.5
6;Nickeil Alexander-Walker;SG;24;TOT;37;3;14.3;2.2;4.6;0.485;0.9;2.4;0.402;1.3;2.3;0.571;0.588;0.7;1.1;0.692;0.2;1.4;1.6;2.1;0.6;0.4;1.2;1.6;6.2
6;Nickeil Alexander-Walker;SG;24;UTA;36;3;14.7;2.3;4.7;0.488;1;2.4;0.402;1.3;2.3;0.578;0.591;0.8;1.1;0.692;0.2;1.4;1.6;2.1;0.7;0.4;1.3;1.6;6.3
6;Nickeil Alexander-Walker;SG;24;MIN;1;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
7;Grayson Allen;SG;27;MIL;52;50;27.5;3.4;7.6;0.443;2;4.9;0.403;1.4;2.8;0.514;0.572;1.7;1.9;0.899;0.9;2.5;3.4;2.4;0.8;0.2;1.1;1.6;10.4
8;Jarrett Allen;C;24;CLE;52;52;33.1;6.2;9.4;0.653;0;0.2;0.125;6.1;9.3;0.662;0.654;2.4;3.4;0.709;3.1;6.8;9.9;1.7;0.8;1.2;1.6;2.2;14.7
9;Jose Alvarado;PG;24;NOP;56;9;21.6;3.3;8.1;0.409;1.4;4.1;0.342;1.9;3.9;0.48;0.497;1.2;1.4;0.813;0.4;1.9;2.4;3.1;1.1;0.2;1.4;2;9.2
10;Kyle Anderson;PF;29;MIN;46;31;26;3;6;0.504;0.6;1.4;0.446;2.4;4.6;0.521;0.556;1.6;2.1;0.76;0.8;4;4.7;4;1.2;0.8;1.4;2.2;8.3
11;Giannis Antetokounmpo;PF;28;MIL;45;45;33.3;11.5;21.3;0.542;0.8;3;0.27;10.7;18.2;0.587;0.561;8.5;13.1;0.648;2.4;9.9;12.3;5.4;0.8;0.8;4;3.4;32.4
12;Thanasis Antetokounmpo;SF;30;MIL;24;0;4.1;0.2;0.7;0.235;0;0.2;0;0.2;0.5;0.308;0.235;0.1;0.3;0.5;0.3;0.7;1;0.2;0.1;0.1;0.3;0.5;0.5
13;Cole Anthony;PG;22;ORL;39;3;25.1;4.2;9.5;0.443;1.1;3.3;0.331;3.1;6.2;0.502;0.5;2.5;2.9;0.884;0.6;4;4.6;4.1;0.6;0.6;1.5;2.5;12
14;OG Anunoby;SF;25;TOR;45;45;35.8;6.3;13.7;0.457;1.9;5.2;0.366;4.4;8.5;0.513;0.527;2.4;3;0.821;1.5;4;5.5;2;2.1;0.8;2.2;3;16.9
15;Ryan Arcidiacono;PG;28;NYK;11;0;2.4;0.1;0.5;0.2;0.1;0.3;0.333;0;0.2;0;0.3;0;0;0;0;0.4;0.4;0.2;0.2;0;0.1;0.3;0.3
16;Deni Avdija;SF;22;WAS;53;32;26.5;3.3;7.5;0.441;0.9;3.1;0.302;2.4;4.4;0.536;0.503;1.7;2.3;0.75;1;5.2;6.3;2.5;0.9;0.5;1.5;2.9;9.2
17;Deandre Ayton;C;24;PHO;49;49;30;8.1;13.7;0.589;0.1;0.5;0.304;7.9;13.2;0.599;0.594;2.3;3.1;0.732;2.9;7.3;10.2;2.1;0.5;0.7;2;2.8;18.6
18;Udoka Azubuike;C;23;UTA;22;0;5.5;0.9;1;0.864;0;0;0;0.9;1;0.864;0.864;0.1;0.3;0.333;0.5;1.4;1.8;0.3;0.1;0.3;0.3;0.5;1.8
19;Marvin Bagley III;C;23;DET;25;13;21.3;4.3;8;0.537;0.4;1.3;0.273;4;6.7;0.589;0.56;1.6;2.1;0.769;2.1;3.8;5.9;0.6;0.5;0.7;0.9;2;10.6
20;Patrick Baldwin Jr.;SF;20;GSW;15;0;8.5;1.8;4.1;0.435;1.5;3.3;0.449;0.3;0.9;0.385;0.613;0.3;0.4;0.667;0;1.4;1.4;0.2;0.4;0.1;0.5;0.5;5.3
21;LaMelo Ball;PG;21;CHO;31;31;35.1;8.1;20.1;0.402;3.8;10.5;0.359;4.3;9.6;0.45;0.496;3;3.5;0.852;1.1;5;6.1;8.2;1.4;0.4;3.4;3.5;22.9
22;Mo Bamba;C;24;ORL;40;6;17;2.7;5.4;0.495;1.1;2.7;0.398;1.6;2.7;0.594;0.596;0.9;1.3;0.686;1.2;3.4;4.6;1.1;0.3;1;0.6;2.2;7.3
23;Paolo Banchero;PF;20;ORL;50;50;33.7;6.5;15.5;0.419;1.2;4.2;0.289;5.3;11.3;0.467;0.458;5.7;7.6;0.751;1.2;5.6;6.8;3.6;1;0.4;2.7;2.3;20
24;Desmond Bane;SG;24;MEM;33;33;31.1;7.5;16.1;0.465;3.1;7.1;0.432;4.4;9;0.492;0.56;3.5;3.8;0.906;0.5;4.3;4.8;4.1;1;0.3;2.2;2.5;21.5
25;Dalano Banton;PG;23;TOR;24;2;9.7;1.8;4.4;0.419;0.5;1.8;0.295;1.3;2.5;0.508;0.481;0.6;0.7;0.824;0.4;1;1.4;1.2;0.5;0.5;0.6;1.1;4.8
26;Dominick Barlow;SF;19;SAS;8;0;9;1.3;2.5;0.5;0;0.5;0;1.3;2;0.625;0.5;1.1;1.3;0.9;1;1;2;0.8;0.3;0;0.6;1.6;3.6
27;Harrison Barnes;PF;30;SAC;56;56;32.6;4.6;9.7;0.471;1.7;4.5;0.376;2.9;5.3;0.551;0.557;4.1;5;0.831;1;3.7;4.6;1.6;0.8;0.1;1.2;1.3;14.9
28;Scottie Barnes;PF;21;TOR;54;53;35.1;6.1;13.3;0.455;0.9;3.1;0.293;5.1;10.2;0.505;0.49;2.5;3.2;0.775;2.4;4.8;7.2;4.9;1;0.9;2;2.1;15.5
29;RJ Barrett;SG;22;NYK;51;51;34.7;7.1;16.5;0.43;1.8;5.5;0.333;5.2;10.9;0.479;0.486;4.1;5.5;0.748;0.9;4.4;5.3;2.8;0.5;0.2;2.3;2.6;20.1
30;Will Barton;SG;32;WAS;40;0;19.6;2.8;7.1;0.387;1.3;3.4;0.38;1.5;3.7;0.395;0.479;0.9;1.1;0.778;0.3;2.5;2.8;2.4;0.4;0.3;1.1;1;7.7
31;Charles Bassey;C;22;SAS;24;1;13.6;2;2.9;0.671;0.1;0.3;0.333;1.9;2.7;0.703;0.686;0.7;1;0.667;1.8;3.4;5.2;1.2;0.3;0.9;1.2;2.1;4.7
32;Keita Bates-Diop;SF;27;SAS;43;21;19.6;3;6;0.498;0.6;1.6;0.348;2.4;4.4;0.553;0.544;1.3;1.7;0.778;1;2.2;3.2;1.1;0.7;0.3;0.8;1;7.9
33;Nicolas Batum;PF;34;LAC;55;11;21.9;2;4.9;0.415;1.5;4;0.385;0.5;0.9;0.538;0.57;0.5;0.7;0.659;0.9;3.4;4.3;1.5;0.6;0.7;0.7;2.1;6.1
34;Darius Bazley;PF;22;OKC;36;1;15.4;2;4.4;0.449;0.5;1.3;0.4;1.5;3.1;0.469;0.506;1;1.8;0.554;0.8;2.6;3.4;0.9;0.5;0.8;0.6;1;5.4
35;Bradley Beal;SG;29;WAS;33;33;32.8;8.5;16.4;0.52;1.7;4.5;0.374;6.9;12;0.575;0.571;3.8;4.4;0.855;0.8;2.7;3.5;5.2;0.8;0.7;2.7;1.9;22.5
36;Malik Beasley;SG;26;TOT;56;13;26.6;4.8;12.1;0.394;3;8.5;0.354;1.8;3.6;0.488;0.518;0.7;0.8;0.841;0.5;3.1;3.6;1.7;0.8;0.1;1.1;1.4;13.2
36;Malik Beasley;SG;26;UTA;55;13;26.8;4.8;12.2;0.396;3.1;8.6;0.359;1.7;3.6;0.485;0.522;0.7;0.8;0.841;0.5;3.1;3.6;1.7;0.8;0.1;1.1;1.4;13.4
36;Malik Beasley;SG;26;LAL;1;0;16;2;9;0.222;0;6;0;2;3;0.667;0.222;0;0;0;0;2;2;0;1;0;3;1;4
37;MarJon Beauchamp;SF;22;MIL;37;9;14.6;2.2;5.4;0.404;1;3.2;0.325;1.1;2.2;0.519;0.5;0.5;0.7;0.704;0.9;1.5;2.3;0.7;0.5;0.1;1;1.6;5.9
38;D?vis Bert?ns;PF;30;DAL;34;0;10.6;1.4;3.3;0.423;1.1;2.9;0.381;0.3;0.4;0.714;0.59;0.3;0.4;0.833;0.2;0.8;0.9;0.4;0.2;0.1;0.3;1.1;4.1
39;Patrick Beverley;PG;34;LAL;45;45;26.9;2.2;5.4;0.402;1.2;3.5;0.348;0.9;1.8;0.506;0.517;0.9;1.1;0.78;0.5;2.6;3.1;2.6;0.9;0.6;0.9;2.8;6.4
40;Saddiq Bey;SF;23;DET;52;30;28.8;4.7;11.7;0.404;1.9;5.6;0.345;2.8;6;0.46;0.488;3.5;4;0.861;1.1;3.5;4.7;1.6;1;0.2;1;1.7;14.8
41;Khem Birch;C;30;TOR;20;0;8.1;1;1.6;0.594;0.1;0.1;0.5;0.9;1.5;0.6;0.609;0.2;0.3;0.8;0.4;0.9;1.3;0.4;0.3;0.3;0.4;1.2;2.2
42;Goga Bitadze;C;23;IND;21;0;9.6;1.3;2.5;0.519;0.2;0.7;0.286;1.1;1.8;0.605;0.558;0.5;1.1;0.458;1.2;1.1;2.3;0.9;0.4;0.5;0.6;1.6;3.3
43;Bismack Biyombo;C;30;PHO;45;9;14;1.7;3;0.566;0;0;0;1.7;3;0.566;0.566;0.4;1.1;0.314;1.1;2.9;4.1;0.9;0.3;1.3;0.9;1.8;3.8
44;Buddy Boeheim;PG;23;DET;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;Bogdan Bogdanovi?;SG;30;ATL;32;5;30;5.5;12.9;0.427;2.8;7.3;0.379;2.7;5.5;0.492;0.535;1.1;1.4;0.761;0.4;2.9;3.3;3.1;0.8;0.3;1.2;1.7;14.9
46;Bojan Bogdanovi?;PF;33;DET;54;54;31.9;7.2;14.9;0.485;2.4;6;0.409;4.8;8.9;0.537;0.567;4.6;5.2;0.883;0.6;3;3.6;2.6;0.6;0.1;2.3;1.9;21.5
47;Bol Bol;PF;23;ORL;52;32;23.5;4.4;7.6;0.58;0.5;1.6;0.333;3.9;6;0.644;0.615;1.3;1.7;0.744;1.2;5.1;6.3;0.8;0.4;1.4;1.8;1.3;10.6
48;Leandro Bolmaro;SG;22;UTA;14;0;4.9;0.2;1.4;0.15;0;0.3;0;0.2;1.1;0.188;0.15;0;0;0;0.3;0.2;0.5;0.5;0.2;0.1;0.5;0.7;0.4
49;Devin Booker;SG;26;PHO;31;31;34;9.5;20.2;0.473;2.3;6.4;0.364;7.2;13.8;0.523;0.53;5.2;6.2;0.848;0.7;3.8;4.6;5.5;0.9;0.4;2.5;2.8;26.6
50;Brandon Boston Jr.;SG;21;LAC;20;1;12.2;2.6;6.1;0.421;0.6;1.5;0.414;2;4.6;0.424;0.471;1.4;1.8;0.75;0.4;1.1;1.5;1;0.5;0;0.6;1;7.1
51;Chris Boucher;PF;30;TOR;51;0;20.8;3.5;7.2;0.485;0.8;2.6;0.328;2.7;4.7;0.571;0.543;2;2.7;0.735;2.2;3.7;5.9;0.5;0.7;0.8;0.5;2;9.8
52;James Bouknight;SG;22;CHO;26;0;13.6;1.5;4.7;0.328;0.6;2.5;0.25;0.9;2.2;0.414;0.393;0.6;0.8;0.682;0.2;1.8;2;1.1;0.5;0.2;0.7;1.1;4.3
53;Jamaree Bouyea;PG;23;MIA;2;0;11.5;0.5;1.5;0.333;0;0.5;0;0.5;1;0.5;0.333;0;0;0;0;0;0;0;0.5;0.5;1.5;1.5;1
54;Tony Bradley;C;25;CHI;11;0;2.7;0.4;0.8;0.444;0.2;0.4;0.5;0.2;0.5;0.4;0.556;0.4;0.4;1;0.1;0.8;0.9;0.1;0.1;0;0.1;0.2;1.3
55;Malaki Branham;SF;19;SAS;43;10;21.6;3.3;7.8;0.424;1.1;3.6;0.301;2.2;4.2;0.53;0.494;0.8;1;0.778;0.3;1.7;2.1;1.9;0.5;0.1;1;1.6;8.6
56;Christian Braun;SG;21;DEN;52;3;15;1.7;3.6;0.486;0.4;1.1;0.362;1.3;2.4;0.543;0.543;0.4;0.6;0.606;0.7;1.7;2.3;0.7;0.5;0.2;0.4;1.2;4.3
57;Mikal Bridges;SF;26;TOT;57;57;36.4;6.4;13.7;0.463;1.8;4.7;0.391;4.5;9.1;0.5;0.529;2.8;3.1;0.899;1;3.3;4.4;3.5;1.2;0.8;1.4;2.1;17.3
57;Mikal Bridges;SF;26;PHO;56;56;36.4;6.3;13.6;0.463;1.8;4.7;0.387;4.5;9;0.503;0.529;2.8;3.1;0.897;1;3.3;4.3;3.6;1.2;0.8;1.4;2.1;17.2
57;Mikal Bridges;SF;26;BRK;1;1;34;8;18;0.444;3;5;0.6;5;13;0.385;0.528;4;4;1;3;3;6;1;2;0;1;2;23
58;Oshae Brissett;SF;24;IND;49;1;16;1.7;4.5;0.388;0.8;2.4;0.333;0.9;2.1;0.451;0.477;1.2;1.8;0.693;0.9;2.5;3.4;0.5;0.6;0.2;0.4;1.3;5.5
59;Malcolm Brogdon;PG;30;BOS;48;0;24.9;4.9;10.4;0.476;2;4.3;0.452;3;6;0.493;0.57;2.4;2.7;0.885;0.7;3.5;4.2;3.7;0.6;0.3;1.6;1.5;14.3
60;Dillon Brooks;SF;27;MEM;50;50;30.3;5.6;14.4;0.391;1.8;5.8;0.31;3.8;8.6;0.446;0.454;1.9;2.4;0.788;0.6;2.7;3.3;2.6;0.9;0.2;1.6;3.4;14.9
61;Bruce Brown;SG;26;DEN;56;26;28.7;4.4;8.9;0.491;1.3;3.4;0.393;3;5.5;0.552;0.566;1.1;1.5;0.721;0.7;3.2;3.9;3.6;1.1;0.6;1.7;2.4;11.2
62;Greg Brown III;PF;21;POR;16;0;5.8;0.7;1.8;0.393;0.1;0.4;0.143;0.6;1.3;0.476;0.411;0.3;0.8;0.417;0.1;1.1;1.2;0.2;0.3;0.3;0.4;0.8;1.8
63;Jaylen Brown;SF;26;BOS;48;48;35.6;9.9;20.2;0.487;2.5;7.6;0.331;7.3;12.6;0.582;0.549;4.3;5.5;0.779;1.2;5.8;7;3.2;1.1;0.5;3;2.7;26.5
64;Kendall Brown;SG;19;IND;6;0;6.7;0.7;1.2;0.571;0;0.2;0;0.7;1;0.667;0.571;0.2;0.3;0.5;0.3;0.7;1;0.5;0.7;0;0.3;1.5;1.5
65;Moses Brown;C;23;LAC;34;1;8.5;1.8;2.8;0.635;0;0;0;1.8;2.8;0.635;0.635;1;2.1;0.458;1.7;2.4;4.1;0.1;0.1;0.4;0.4;1.1;4.6
66;Sterling Brown;SG;27;LAL;4;0;6;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0.8;1.3;2;0.5;0.8;0;0;1;0
67;Troy Brown Jr.;SF;23;LAL;51;30;24.3;2.6;6.1;0.432;1.3;3.5;0.36;1.4;2.6;0.53;0.535;0.5;0.5;0.96;0.9;3.4;4.3;1;0.7;0.2;0.7;1.5;7
68;Jalen Brunson;PG;26;NYK;54;54;35;8.4;17.6;0.479;1.8;4.5;0.407;6.6;13.1;0.504;0.532;4.9;5.8;0.846;0.6;2.9;3.6;6.2;0.9;0.3;2;2.3;23.6
69;Thomas Bryant;C;25;TOT;42;25;20.9;4.7;7.2;0.652;0.5;1.2;0.44;4.2;6;0.694;0.689;1.9;2.6;0.741;1.6;5;6.6;0.7;0.3;0.5;0.7;1.8;11.8
69;Thomas Bryant;C;25;LAL;41;25;21.4;4.8;7.3;0.654;0.5;1.2;0.44;4.3;6.1;0.697;0.691;2;2.6;0.741;1.6;5.2;6.8;0.7;0.3;0.6;0.7;1.9;12.1
69;Thomas Bryant;C;25;DEN;1;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;Reggie Bullock;SF;31;DAL;56;33;30.3;2.3;5.8;0.398;1.8;4.9;0.372;0.5;0.9;0.528;0.554;0.4;0.6;0.686;0.5;3;3.5;1.4;0.8;0.2;0.4;2.3;6.9
71;Alec Burks;SG;31;DET;44;6;22;4;9.1;0.438;1.9;4.6;0.418;2.1;4.5;0.457;0.543;3;3.7;0.814;0.4;2.6;3;2.2;0.7;0.1;1.1;2;12.8
72;Deonte Burton;SG;29;SAC;2;0;3;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;Jimmy Butler;SF;33;MIA;42;42;33.8;7.3;14.2;0.512;0.5;1.8;0.297;6.7;12.4;0.542;0.53;6.8;8;0.846;2.2;3.8;6;5;2.1;0.4;1.7;1.3;21.9
74;John Butler;C;20;POR;7;0;3.4;0.1;0.6;0.25;0;0.4;0;0.1;0.1;1;0.25;0;0;0;0.1;0.1;0.3;0.1;0;0.1;0;0.3;0.3
